filename,audio_path,actor_id,sentence_code,emotion_code,emotion,actual,predicted,correct
1001_ITS_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1001_ITS_SAD_XX.wav,1001,ITS,SAD,sad,sad,neutral,False
1001_IWL_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1001_IWL_DIS_XX.wav,1001,IWL,DIS,disgust,disgust,happy,False
1001_IWL_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1001_IWL_FEA_XX.wav,1001,IWL,FEA,fear,fear,happy,False
1001_IWL_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1001_IWL_NEU_XX.wav,1001,IWL,NEU,neutral,neutral,happy,False
1001_IWL_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1001_IWL_SAD_XX.wav,1001,IWL,SAD,sad,sad,happy,False
1001_IWW_ANG_XX.wav,data/raw/CREMA-D/AudioWAV/1001_IWW_ANG_XX.wav,1001,IWW,ANG,angry,angry,happy,False
1001_IWW_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1001_IWW_DIS_XX.wav,1001,IWW,DIS,disgust,disgust,happy,False
1001_IWW_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1001_IWW_FEA_XX.wav,1001,IWW,FEA,fear,fear,happy,False
1001_IWW_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1001_IWW_SAD_XX.wav,1001,IWW,SAD,sad,sad,neutral,False
1001_MTI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1001_MTI_DIS_XX.wav,1001,MTI,DIS,disgust,disgust,happy,False
1001_MTI_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1001_MTI_FEA_XX.wav,1001,MTI,FEA,fear,fear,happy,False
1001_MTI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1001_MTI_NEU_XX.wav,1001,MTI,NEU,neutral,neutral,happy,False
1001_MTI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1001_MTI_SAD_XX.wav,1001,MTI,SAD,sad,sad,happy,False
1001_TAI_ANG_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TAI_ANG_XX.wav,1001,TAI,ANG,angry,angry,neutral,False
1001_TAI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TAI_DIS_XX.wav,1001,TAI,DIS,disgust,disgust,happy,False
1001_TAI_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TAI_FEA_XX.wav,1001,TAI,FEA,fear,fear,happy,False
1001_TAI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TAI_NEU_XX.wav,1001,TAI,NEU,neutral,neutral,happy,False
1001_TAI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TAI_SAD_XX.wav,1001,TAI,SAD,sad,sad,fear,False
1001_TIE_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TIE_DIS_XX.wav,1001,TIE,DIS,disgust,disgust,happy,False
1001_TIE_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TIE_FEA_XX.wav,1001,TIE,FEA,fear,fear,happy,False
1001_TIE_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TIE_SAD_XX.wav,1001,TIE,SAD,sad,sad,happy,False
1001_TSI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TSI_DIS_XX.wav,1001,TSI,DIS,disgust,disgust,happy,False
1001_TSI_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TSI_FEA_XX.wav,1001,TSI,FEA,fear,fear,happy,False
1001_TSI_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TSI_HAP_XX.wav,1001,TSI,HAP,happy,happy,fear,False
1001_TSI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TSI_NEU_XX.wav,1001,TSI,NEU,neutral,neutral,happy,False
1001_TSI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1001_TSI_SAD_XX.wav,1001,TSI,SAD,sad,sad,fear,False
1001_WSI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1001_WSI_DIS_XX.wav,1001,WSI,DIS,disgust,disgust,happy,False
1001_WSI_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1001_WSI_FEA_XX.wav,1001,WSI,FEA,fear,fear,angry,False
1001_WSI_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1001_WSI_HAP_XX.wav,1001,WSI,HAP,happy,happy,angry,False
1001_WSI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1001_WSI_NEU_XX.wav,1001,WSI,NEU,neutral,neutral,happy,False
1001_WSI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1001_WSI_SAD_XX.wav,1001,WSI,SAD,sad,sad,happy,False
1005_DFA_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1005_DFA_DIS_XX.wav,1005,DFA,DIS,disgust,disgust,angry,False
1005_DFA_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1005_DFA_FEA_XX.wav,1005,DFA,FEA,fear,fear,happy,False
1005_DFA_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_DFA_NEU_XX.wav,1005,DFA,NEU,neutral,neutral,disgust,False
1005_IEO_DIS_HI.wav,data/raw/CREMA-D/AudioWAV/1005_IEO_DIS_HI.wav,1005,IEO,DIS,disgust,disgust,angry,False
1005_IEO_DIS_LO.wav,data/raw/CREMA-D/AudioWAV/1005_IEO_DIS_LO.wav,1005,IEO,DIS,disgust,disgust,sad,False
1005_IEO_DIS_MD.wav,data/raw/CREMA-D/AudioWAV/1005_IEO_DIS_MD.wav,1005,IEO,DIS,disgust,disgust,angry,False
1005_IEO_FEA_HI.wav,data/raw/CREMA-D/AudioWAV/1005_IEO_FEA_HI.wav,1005,IEO,FEA,fear,fear,happy,False
1005_IEO_FEA_LO.wav,data/raw/CREMA-D/AudioWAV/1005_IEO_FEA_LO.wav,1005,IEO,FEA,fear,fear,sad,False
1005_IEO_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IEO_NEU_XX.wav,1005,IEO,NEU,neutral,neutral,happy,False
1005_IEO_SAD_HI.wav,data/raw/CREMA-D/AudioWAV/1005_IEO_SAD_HI.wav,1005,IEO,SAD,sad,sad,fear,False
1005_IEO_SAD_MD.wav,data/raw/CREMA-D/AudioWAV/1005_IEO_SAD_MD.wav,1005,IEO,SAD,sad,sad,fear,False
1005_IOM_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IOM_DIS_XX.wav,1005,IOM,DIS,disgust,disgust,sad,False
1005_IOM_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IOM_NEU_XX.wav,1005,IOM,NEU,neutral,neutral,happy,False
1005_ITH_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1005_ITH_DIS_XX.wav,1005,ITH,DIS,disgust,disgust,angry,False
1005_ITH_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1005_ITH_FEA_XX.wav,1005,ITH,FEA,fear,fear,angry,False
1005_ITH_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1005_ITH_HAP_XX.wav,1005,ITH,HAP,happy,happy,angry,False
1005_ITH_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_ITH_NEU_XX.wav,1005,ITH,NEU,neutral,neutral,happy,False
1005_ITH_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1005_ITH_SAD_XX.wav,1005,ITH,SAD,sad,sad,disgust,False
1005_ITS_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1005_ITS_FEA_XX.wav,1005,ITS,FEA,fear,fear,disgust,False
1005_ITS_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1005_ITS_HAP_XX.wav,1005,ITS,HAP,happy,happy,angry,False
1005_ITS_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_ITS_NEU_XX.wav,1005,ITS,NEU,neutral,neutral,happy,False
1005_ITS_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1005_ITS_SAD_XX.wav,1005,ITS,SAD,sad,sad,happy,False
1005_IWL_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IWL_DIS_XX.wav,1005,IWL,DIS,disgust,disgust,happy,False
1005_IWL_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IWL_FEA_XX.wav,1005,IWL,FEA,fear,fear,angry,False
1005_IWL_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IWL_HAP_XX.wav,1005,IWL,HAP,happy,happy,angry,False
1005_IWL_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IWL_NEU_XX.wav,1005,IWL,NEU,neutral,neutral,disgust,False
1005_IWL_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IWL_SAD_XX.wav,1005,IWL,SAD,sad,sad,disgust,False
1005_IWW_ANG_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IWW_ANG_XX.wav,1005,IWW,ANG,angry,angry,fear,False
1005_IWW_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IWW_FEA_XX.wav,1005,IWW,FEA,fear,fear,sad,False
1005_IWW_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_IWW_NEU_XX.wav,1005,IWW,NEU,neutral,neutral,sad,False
1005_MTI_ANG_XX.wav,data/raw/CREMA-D/AudioWAV/1005_MTI_ANG_XX.wav,1005,MTI,ANG,angry,angry,happy,False
1005_MTI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1005_MTI_DIS_XX.wav,1005,MTI,DIS,disgust,disgust,angry,False
1005_MTI_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1005_MTI_HAP_XX.wav,1005,MTI,HAP,happy,happy,angry,False
1005_MTI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_MTI_NEU_XX.wav,1005,MTI,NEU,neutral,neutral,sad,False
1005_MTI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1005_MTI_SAD_XX.wav,1005,MTI,SAD,sad,sad,happy,False
1005_TAI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TAI_DIS_XX.wav,1005,TAI,DIS,disgust,disgust,angry,False
1005_TAI_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TAI_FEA_XX.wav,1005,TAI,FEA,fear,fear,angry,False
1005_TAI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TAI_NEU_XX.wav,1005,TAI,NEU,neutral,neutral,sad,False
1005_TAI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TAI_SAD_XX.wav,1005,TAI,SAD,sad,sad,disgust,False
1005_TIE_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TIE_DIS_XX.wav,1005,TIE,DIS,disgust,disgust,angry,False
1005_TIE_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TIE_FEA_XX.wav,1005,TIE,FEA,fear,fear,angry,False
1005_TIE_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TIE_HAP_XX.wav,1005,TIE,HAP,happy,happy,angry,False
1005_TIE_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TIE_NEU_XX.wav,1005,TIE,NEU,neutral,neutral,happy,False
1005_TIE_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TIE_SAD_XX.wav,1005,TIE,SAD,sad,sad,disgust,False
1005_TSI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TSI_DIS_XX.wav,1005,TSI,DIS,disgust,disgust,angry,False
1005_TSI_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TSI_HAP_XX.wav,1005,TSI,HAP,happy,happy,angry,False
1005_TSI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1005_TSI_SAD_XX.wav,1005,TSI,SAD,sad,sad,disgust,False
1005_WSI_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1005_WSI_FEA_XX.wav,1005,WSI,FEA,fear,fear,angry,False
1005_WSI_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1005_WSI_HAP_XX.wav,1005,WSI,HAP,happy,happy,angry,False
1005_WSI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1005_WSI_NEU_XX.wav,1005,WSI,NEU,neutral,neutral,angry,False
1005_WSI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1005_WSI_SAD_XX.wav,1005,WSI,SAD,sad,sad,happy,False
1013_DFA_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1013_DFA_DIS_XX.wav,1013,DFA,DIS,disgust,disgust,angry,False
1013_DFA_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1013_DFA_FEA_XX.wav,1013,DFA,FEA,fear,fear,sad,False
1013_DFA_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1013_DFA_HAP_XX.wav,1013,DFA,HAP,happy,happy,angry,False
1013_IEO_DIS_LO.wav,data/raw/CREMA-D/AudioWAV/1013_IEO_DIS_LO.wav,1013,IEO,DIS,disgust,disgust,sad,False
1013_IEO_DIS_MD.wav,data/raw/CREMA-D/AudioWAV/1013_IEO_DIS_MD.wav,1013,IEO,DIS,disgust,disgust,angry,False
1013_IEO_FEA_HI.wav,data/raw/CREMA-D/AudioWAV/1013_IEO_FEA_HI.wav,1013,IEO,FEA,fear,fear,angry,False
1013_IEO_FEA_LO.wav,data/raw/CREMA-D/AudioWAV/1013_IEO_FEA_LO.wav,1013,IEO,FEA,fear,fear,sad,False
1013_IEO_FEA_MD.wav,data/raw/CREMA-D/AudioWAV/1013_IEO_FEA_MD.wav,1013,IEO,FEA,fear,fear,sad,False
1013_IEO_HAP_HI.wav,data/raw/CREMA-D/AudioWAV/1013_IEO_HAP_HI.wav,1013,IEO,HAP,happy,happy,angry,False
1013_IEO_HAP_LO.wav,data/raw/CREMA-D/AudioWAV/1013_IEO_HAP_LO.wav,1013,IEO,HAP,happy,happy,fear,False
1013_IEO_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1013_IEO_NEU_XX.wav,1013,IEO,NEU,neutral,neutral,fear,False
1013_IEO_SAD_HI.wav,data/raw/CREMA-D/AudioWAV/1013_IEO_SAD_HI.wav,1013,IEO,SAD,sad,sad,fear,False
1013_IEO_SAD_MD.wav,data/raw/CREMA-D/AudioWAV/1013_IEO_SAD_MD.wav,1013,IEO,SAD,sad,sad,fear,False
1013_IOM_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1013_IOM_SAD_XX.wav,1013,IOM,SAD,sad,sad,fear,False
1013_ITH_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1013_ITH_FEA_XX.wav,1013,ITH,FEA,fear,fear,sad,False
1013_ITH_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1013_ITH_HAP_XX.wav,1013,ITH,HAP,happy,happy,angry,False
1013_ITS_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1013_ITS_FEA_XX.wav,1013,ITS,FEA,fear,fear,sad,False
1013_IWL_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1013_IWL_FEA_XX.wav,1013,IWL,FEA,fear,fear,sad,False
1013_IWL_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1013_IWL_HAP_XX.wav,1013,IWL,HAP,happy,happy,angry,False
1013_IWL_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1013_IWL_NEU_XX.wav,1013,IWL,NEU,neutral,neutral,angry,False
1013_IWL_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1013_IWL_SAD_XX.wav,1013,IWL,SAD,sad,sad,angry,False
1013_IWW_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1013_IWW_DIS_XX.wav,1013,IWW,DIS,disgust,disgust,happy,False
1013_MTI_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1013_MTI_HAP_XX.wav,1013,MTI,HAP,happy,happy,angry,False
1013_MTI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1013_MTI_NEU_XX.wav,1013,MTI,NEU,neutral,neutral,disgust,False
1013_TAI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1013_TAI_DIS_XX.wav,1013,TAI,DIS,disgust,disgust,neutral,False
1013_TAI_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1013_TAI_HAP_XX.wav,1013,TAI,HAP,happy,happy,angry,False
1013_TIE_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1013_TIE_DIS_XX.wav,1013,TIE,DIS,disgust,disgust,sad,False
1013_TIE_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1013_TIE_HAP_XX.wav,1013,TIE,HAP,happy,happy,angry,False
1013_TSI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1013_TSI_DIS_XX.wav,1013,TSI,DIS,disgust,disgust,sad,False
1013_TSI_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1013_TSI_FEA_XX.wav,1013,TSI,FEA,fear,fear,sad,False
1013_TSI_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1013_TSI_HAP_XX.wav,1013,TSI,HAP,happy,happy,angry,False
1013_WSI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1013_WSI_DIS_XX.wav,1013,WSI,DIS,disgust,disgust,neutral,False
1013_WSI_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1013_WSI_HAP_XX.wav,1013,WSI,HAP,happy,happy,angry,False
1013_WSI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1013_WSI_NEU_XX.wav,1013,WSI,NEU,neutral,neutral,disgust,False
1013_WSI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1013_WSI_SAD_XX.wav,1013,WSI,SAD,sad,sad,neutral,False
1016_DFA_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1016_DFA_SAD_XX.wav,1016,DFA,SAD,sad,sad,neutral,False
1016_IEO_ANG_LO.wav,data/raw/CREMA-D/AudioWAV/1016_IEO_ANG_LO.wav,1016,IEO,ANG,angry,angry,disgust,False
1016_IEO_ANG_MD.wav,data/raw/CREMA-D/AudioWAV/1016_IEO_ANG_MD.wav,1016,IEO,ANG,angry,angry,happy,False
1016_IEO_DIS_LO.wav,data/raw/CREMA-D/AudioWAV/1016_IEO_DIS_LO.wav,1016,IEO,DIS,disgust,disgust,sad,False
1016_IEO_DIS_MD.wav,data/raw/CREMA-D/AudioWAV/1016_IEO_DIS_MD.wav,1016,IEO,DIS,disgust,disgust,angry,False
1016_IEO_FEA_LO.wav,data/raw/CREMA-D/AudioWAV/1016_IEO_FEA_LO.wav,1016,IEO,FEA,fear,fear,sad,False
1016_IEO_FEA_MD.wav,data/raw/CREMA-D/AudioWAV/1016_IEO_FEA_MD.wav,1016,IEO,FEA,fear,fear,disgust,False
1016_IEO_HAP_HI.wav,data/raw/CREMA-D/AudioWAV/1016_IEO_HAP_HI.wav,1016,IEO,HAP,happy,happy,disgust,False
1016_IEO_HAP_LO.wav,data/raw/CREMA-D/AudioWAV/1016_IEO_HAP_LO.wav,1016,IEO,HAP,happy,happy,fear,False
1016_IEO_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IEO_NEU_XX.wav,1016,IEO,NEU,neutral,neutral,happy,False
1016_IEO_SAD_HI.wav,data/raw/CREMA-D/AudioWAV/1016_IEO_SAD_HI.wav,1016,IEO,SAD,sad,sad,disgust,False
1016_IOM_ANG_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IOM_ANG_XX.wav,1016,IOM,ANG,angry,angry,happy,False
1016_IOM_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IOM_FEA_XX.wav,1016,IOM,FEA,fear,fear,happy,False
1016_IOM_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IOM_NEU_XX.wav,1016,IOM,NEU,neutral,neutral,happy,False
1016_IOM_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IOM_SAD_XX.wav,1016,IOM,SAD,sad,sad,neutral,False
1016_ITH_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1016_ITH_FEA_XX.wav,1016,ITH,FEA,fear,fear,angry,False
1016_ITS_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1016_ITS_FEA_XX.wav,1016,ITS,FEA,fear,fear,disgust,False
1016_ITS_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1016_ITS_NEU_XX.wav,1016,ITS,NEU,neutral,neutral,happy,False
1016_ITS_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1016_ITS_SAD_XX.wav,1016,ITS,SAD,sad,sad,disgust,False
1016_IWL_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IWL_HAP_XX.wav,1016,IWL,HAP,happy,happy,disgust,False
1016_IWL_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IWL_SAD_XX.wav,1016,IWL,SAD,sad,sad,disgust,False
1016_IWW_ANG_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IWW_ANG_XX.wav,1016,IWW,ANG,angry,angry,disgust,False
1016_IWW_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IWW_DIS_XX.wav,1016,IWW,DIS,disgust,disgust,angry,False
1016_IWW_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IWW_NEU_XX.wav,1016,IWW,NEU,neutral,neutral,disgust,False
1016_IWW_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1016_IWW_SAD_XX.wav,1016,IWW,SAD,sad,sad,disgust,False
1016_MTI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1016_MTI_DIS_XX.wav,1016,MTI,DIS,disgust,disgust,angry,False
1016_MTI_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1016_MTI_FEA_XX.wav,1016,MTI,FEA,fear,fear,happy,False
1016_MTI_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1016_MTI_HAP_XX.wav,1016,MTI,HAP,happy,happy,neutral,False
1016_MTI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1016_MTI_SAD_XX.wav,1016,MTI,SAD,sad,sad,disgust,False
1016_TAI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1016_TAI_DIS_XX.wav,1016,TAI,DIS,disgust,disgust,angry,False
1016_TAI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1016_TAI_NEU_XX.wav,1016,TAI,NEU,neutral,neutral,disgust,False
1016_TAI_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1016_TAI_SAD_XX.wav,1016,TAI,SAD,sad,sad,disgust,False
1016_TIE_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1016_TIE_FEA_XX.wav,1016,TIE,FEA,fear,fear,angry,False
1016_TIE_HAP_XX.wav,data/raw/CREMA-D/AudioWAV/1016_TIE_HAP_XX.wav,1016,TIE,HAP,happy,happy,angry,False
1016_TIE_SAD_XX.wav,data/raw/CREMA-D/AudioWAV/1016_TIE_SAD_XX.wav,1016,TIE,SAD,sad,sad,neutral,False
1016_TSI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1016_TSI_DIS_XX.wav,1016,TSI,DIS,disgust,disgust,angry,False
1016_TSI_NEU_XX.wav,data/raw/CREMA-D/AudioWAV/1016_TSI_NEU_XX.wav,1016,TSI,NEU,neutral,neutral,fear,False
1016_WSI_DIS_XX.wav,data/raw/CREMA-D/AudioWAV/1016_WSI_DIS_XX.wav,1016,WSI,DIS,disgust,disgust,angry,False
1016_WSI_FEA_XX.wav,data/raw/CREMA-D/AudioWAV/1016_WSI_FEA_XX.wav,1016,WSI,FEA,fear,fear,neutral,False
